	nTconv_1	mTconv_1	nTreg_1	eTreg_1	nTconv_2	mTconv_2	nTreg_2	eTreg_2	nTconv_3	mTconv_3	nTreg_3	eTreg_3
MBTPS2	28.7982977330716	22.4400233866554	27.0963129110117	24.9079041431815	39.2768925365967	19.3110405010408	54.9013052365711	38.6913627046449	27.708700555468	30.1590225780604	33.7951752849497	31.6986688362207
MC1R	37.4483899589021	17.8471147974502	9.82401172085878	25.9490408711575	34.5503404326283	37.4308942578941	64.0111451320309	48.8739510104264	32.2997422903109	43.490913884451	15.723107174194	46.9383814314207
MC2R	6.84201027306456	3.58625863564544	4.44005244365662	5.78697615628659	9.09607417752021	3.77088966555747	12.845960312739	11.5487400497863	2.00103732909831	8.49535807775436	2.22911974451037	9.91223234745618
MC3R	0	0	0	0	0	0	0	0	0	0	0	0
MC4R	0	0	0	0	0	0	0	0	0	0	0	0
MC5R	0	0	0	0	0	0	0	0	0	0	0	0
MCAM	1.89304973819129	9.93063822516812	2.78926954679584	16.3204121347582	4.5514030284408	25.78522238918	30.0645108901745	67.4427696098154	2.21897421635085	18.4941052506768	10.0220466735398	35.1812302623691
MCAT	13.0055687819465	11.5328417688896	13.1844607377986	17.5923932874117	19.2018529800213	20.7886246732965	33.3627800755392	16.7323896626119	22.2412188282351	26.3933549515807	8.96112309196307	28.0876456980457
MCC	3.88736651955274	4.42580626769129	1.96321792278951	5.61992476572635	2.46820406958133	3.34960031778777	10.5147061558078	12.7389466656559	16.0707118687369	24.6298824946976	12.8372008830345	35.2983791796851
MCCC1	147.18114887397	141.88634230836	128.138581411667	113.658184396551	156.144052739626	135.754759076061	244.19662426488	155.440248379682	143.945112694817	178.631939064744	138.856284044339	134.380545285821
MCCC2	96.3600503203078	99.5422169792175	107.969618415903	76.4863093299336	119.546276457246	78.3950542831772	165.020594616898	123.389190064631	108.608078930697	155.389009703107	126.457901387042	146.486639913003
MCCD1	0	0	0	0	0	0	0	0	0	0	0	0
MCEE	101.004164405103	130.286109838882	111.322677904548	56.4758523341115	91.6331826788098	91.5561593900787	193.395008943542	54.3889989578938	86.2735533896779	112.333333866692	108.957470040077	83.7159543114847
MCEMP1	0.55147757815602	0.579114971549592	0	0	0.718190206206499	0	0	0	0	0	0	0
MCF2	4.2901246628301	9.14049371435316	6.96374278733337	3.53104204703336	10.8237371710255	11.0239438174357	8.15097918146687	12.3135531628174	3.79984156552199	9.25698842382517	5.10515507800257	5.72754497788554
MCF2L	74.2765563808146	52.904394280866	62.932995394995	60.0542097539601	140.13402075447	90.3795357967037	204.712777196858	100.606578267764	142.850427347781	105.119061276053	93.0465898657862	104.688270805875
MCF2L2	2.05157711913971	34.4574826134661	7.06827243608775	84.1722697759411	11.3604328184799	47.8217485815249	27.3133948906742	145.779716594594	6.72984247137541	50.6342390758155	7.06771809196626	160.014090814406
MCFD2	221.137501625992	272.896700377343	293.407856008477	292.710813210405	261.284768530224	231.918966612421	358.725493771062	391.267832450865	211.876232075119	410.020174474417	274.427286528918	350.336118109261
MCHR1	0.817479399721365	0	0	0	0	0	0	0	0	0	0	0
MCHR2	2.05048017780296	1.58272154449026	1.93964022364897	5.20076184847659	5.33415573581858	2.15190931582242	8.47505080850692	6.71022686784987	0.866540993307861	4.46096268132725	2.53745944182871	5.97211765613295
MCIDAS	0	0	0	0	0	0	0	0	0	0	0	0
MCL1	4201.27840256267	3974.44209539417	2988.31547869502	2879.08020797239	3553.92454394303	3583.54678928172	4211.69387546191	3646.98052070048	2945.73677169276	4640.19552536122	2096.39968101143	2939.12073447023
MCM10	2.19270830100651	3.31925925424368	2.01486695314209	4.13457775181455	2.92823013691091	2.75853639652374	3.52989898686333	4.17825141299276	1.17366234726753	5.07392501874083	1.17856782135219	5.10373636962674
MCM2	45.9719725856251	69.6954123708287	52.2078606560664	87.4324395855254	44.1249361725603	42.4015169598355	84.0344122106514	96.025508146218	49.656585587483	73.6728388733468	38.7805913547276	87.2358819770629
MCM3	114.444793026396	87.3560846537992	84.1215801508617	102.221711366528	92.7925170611269	56.4974200450329	127.602336504905	102.462515301212	89.2084243413498	112.110990726285	81.5419273943008	115.278956833959
MCM3AP	411.085528267107	282.987874203119	320.756500229538	216.910924206862	348.947215708417	284.90248240159	556.392470577435	363.938531226222	328.921286812766	465.281530718455	336.927707411006	353.808579137356
MCM4	43.6169298719721	194.505924159255	56.2420327174829	104.522628167629	40.9066599221948	146.064957241873	70.2518875219549	96.6999068593647	35.6377240403001	134.877831940007	46.5656501290947	110.977286270356
